customer_id,last_order_date,frequency,monetary,avg_order_value,total_refunds,refund_count,avg_review_score,avg_delivery_days,distinct_categories,total_discounts,recency_days,refund_rate,R_score,F_score,M_score,RFM_score,churned,segment,state,age_group,registration_date
CUS01436,2023-05-02,2,66920.0,33460.0,0.0,0,3.0,2.5,2,9880.0,425,0.0,2,1,2,5,1,hibernating,Abuja,45-54,2023-04-11
CUS01437,2022-12-31,2,43200.0,21600.0,0.0,0,4.5,3.5,2,0.0,547,0.0,1,1,2,4,1,hibernating,Kano,45-54,2022-09-21
CUS01438,2023-02-13,2,212820.0,106410.0,0.0,0,4.5,2.5,1,4980.0,503,0.0,2,1,4,7,1,hibernating,Rivers,25-34,2023-01-29
CUS01439,2023-10-12,13,530975.0,40844.23,94139.66,2,3.3846153846153846,4.153846153846154,6,35025.0,262,0.154,3,4,5,12,1,loyal,Kano,35-44,2022-06-09
CUS01440,2022-11-17,2,20550.0,10275.0,0.0,0,3.0,1.0,2,550.0,591,0.0,1,1,1,3,1,lost,Lagos,18-24,2022-07-13
CUS01441,2023-09-28,11,224435.0,20403.18,15861.15,1,3.272727272727273,2.1818181818181817,6,22065.0,276,0.091,3,4,4,11,0,loyal,Abuja,35-44,2022-03-02
CUS01442,2023-07-19,4,175190.0,43797.5,0.0,0,4.25,3.25,3,1710.0,347,0.0,3,2,3,8,1,at_risk,Lagos,55+,2023-01-11
CUS01443,2023-02-13,2,45800.0,22900.0,13452.8,1,3.0,2.0,2,0.0,503,0.5,2,1,2,5,1,hibernating,Lagos,45-54,2023-01-23
CUS01444,2023-10-09,9,128260.0,14251.11,8150.85,1,3.4444444444444446,2.4444444444444446,5,9540.0,265,0.111,3,4,3,10,1,at_risk,Abuja,25-34,2022-04-29
CUS01445,2023-08-28,7,144130.0,20590.0,0.0,0,4.428571428571429,2.142857142857143,5,11970.0,307,0.0,3,3,3,9,0,at_risk,Lagos,18-24,2022-06-14
CUS01446,2022-05-08,1,27400.0,27400.0,0.0,0,4.0,1.0,1,0.0,784,0.0,1,1,1,3,1,lost,Kano,18-24,2022-03-22
CUS01447,2023-06-01,3,53280.0,17760.0,16088.94,1,3.0,3.0,3,5820.0,395,0.333,2,2,2,6,1,at_risk,Abuja,25-34,2023-05-30
CUS01448,2023-09-20,3,35550.0,11850.0,0.0,0,4.333333333333333,3.6666666666666665,1,850.0,284,0.0,3,2,2,7,1,at_risk,Kano,25-34,2022-12-11
CUS01449,2024-01-17,17,536390.0,31552.35,3556.21,1,3.411764705882353,2.823529411764706,6,40910.0,165,0.059,4,5,5,14,0,loyal,Abuja,25-34,2022-12-11
CUS01450,2024-01-04,13,250930.0,19302.31,0.0,0,4.230769230769231,4.846153846153846,7,6270.0,178,0.0,4,4,4,12,0,champion,Lagos,25-34,2022-10-21
CUS01451,2024-05-21,12,452925.0,37743.75,154042.19999999998,4,3.3333333333333335,2.5833333333333335,4,10575.0,40,0.333,5,4,5,14,0,champion,Lagos,25-34,2022-05-07
CUS01452,2024-05-16,33,928835.0,28146.52,17465.91,2,3.787878787878788,2.484848484848485,7,55565.0,45,0.061,5,5,5,15,0,champion,Delta,35-44,2022-08-12
CUS01453,2022-08-21,2,45950.0,22975.0,15578.05,1,3.0,2.5,2,850.0,679,0.5,1,1,2,4,1,lost,Lagos,18-24,2022-08-15
CUS01454,2023-12-29,10,224375.0,22437.5,31112.02,2,3.7,3.4,4,13425.0,184,0.2,4,4,4,12,0,loyal,Lagos,18-24,2023-06-22
CUS01455,2023-01-17,3,42510.0,14170.0,0.0,0,3.6666666666666665,1.0,2,3090.0,530,0.0,2,2,2,6,1,hibernating,Abuja,25-34,2023-01-11
CUS01456,2022-08-23,2,20600.0,10300.0,0.0,0,5.0,3.5,1,0.0,677,0.0,1,1,1,3,1,hibernating,Oyo,25-34,2022-07-04
CUS01457,2022-08-23,1,9810.0,9810.0,0.0,0,5.0,2.0,1,1090.0,677,0.0,1,1,1,3,1,lost,Abuja,35-44,2022-08-06
CUS01458,2023-08-15,9,154610.0,17178.89,19477.96,1,3.5555555555555554,2.6666666666666665,7,13390.0,320,0.111,3,4,3,10,1,at_risk,Imo,35-44,2023-03-07
CUS01459,2023-12-04,10,291225.0,29122.5,26769.81,2,3.9,5.4,4,13275.0,209,0.2,4,4,4,12,1,loyal,Abuja,25-34,2023-06-03
CUS01460,2024-04-03,19,262920.0,13837.89,51531.33,4,3.3157894736842106,2.4210526315789473,6,8980.0,88,0.211,5,5,4,14,0,champion,Abuja,18-24,2023-02-09
CUS01461,2024-01-16,7,184905.0,26415.0,98346.31,1,4.142857142857143,3.0,5,1495.0,166,0.143,4,3,3,10,0,loyal,Anambra,18-24,2022-12-09
CUS01462,2023-03-03,1,11300.0,11300.0,0.0,0,5.0,2.0,1,0.0,485,0.0,2,1,1,4,1,lost,Abuja,18-24,2023-02-27
CUS01463,2024-05-10,17,537760.0,31632.94,0.0,0,3.9411764705882355,2.411764705882353,6,20740.0,51,0.0,5,5,5,15,0,loyal,Anambra,18-24,2022-08-08
CUS01464,2022-06-12,2,46530.0,23265.0,23169.22,1,3.0,2.5,1,5170.0,749,0.5,1,1,2,4,1,hibernating,Kaduna,35-44,2022-01-02
CUS01465,2023-11-12,9,120585.0,13398.33,25029.82,3,3.111111111111111,2.2222222222222223,6,12915.0,231,0.333,4,4,3,11,0,at_risk,Delta,35-44,2022-09-22
CUS01466,2022-12-07,1,4400.0,4400.0,0.0,0,3.0,3.0,1,0.0,571,0.0,1,1,1,3,1,hibernating,Abuja,25-34,2022-12-07
CUS01467,2022-05-22,2,28810.0,14405.0,0.0,0,5.0,4.0,2,2190.0,770,0.0,1,1,1,3,1,lost,Oyo,25-34,2022-05-01
CUS01468,2023-02-15,5,131585.0,26317.0,45694.69,1,3.2,3.6,3,5915.0,501,0.2,2,3,3,8,1,at_risk,Lagos,35-44,2022-03-06
CUS01469,2023-02-08,2,32500.0,16250.0,0.0,0,3.5,1.5,2,0.0,508,0.0,2,1,1,4,1,lost,Anambra,25-34,2023-01-18
CUS01470,2023-11-12,7,105985.0,15140.71,0.0,0,3.7142857142857144,2.4285714285714284,3,4015.0,231,0.0,4,3,3,10,1,at_risk,Rivers,55+,2023-02-07
CUS01471,2022-10-26,1,25000.0,25000.0,0.0,0,4.0,4.0,1,0.0,613,0.0,1,1,1,3,1,hibernating,Kaduna,45-54,2022-10-26
CUS01472,2023-01-03,2,36500.0,18250.0,0.0,0,3.5,5.5,2,5400.0,544,0.0,1,1,2,4,1,hibernating,Kano,35-44,2022-11-11
CUS01473,2023-12-07,4,130425.0,32606.25,0.0,0,4.5,2.25,3,3275.0,206,0.0,4,2,3,9,0,at_risk,Kano,45-54,2023-06-17
CUS01474,2023-08-27,9,103845.0,11538.33,14783.74,1,3.888888888888889,2.6666666666666665,4,7955.0,308,0.111,3,4,3,10,0,loyal,Imo,18-24,2022-03-07
CUS01475,2023-10-05,7,353560.0,50508.57,2012.8,1,3.857142857142857,2.142857142857143,4,37740.0,269,0.143,3,3,4,10,1,loyal,Lagos,25-34,2023-03-16
CUS01476,2023-02-12,2,19300.0,9650.0,4907.47,1,3.0,3.5,2,0.0,504,0.5,2,1,1,4,1,hibernating,Lagos,18-24,2023-01-17
CUS01477,2023-03-19,2,31790.0,15895.0,3836.61,1,3.0,2.5,2,2710.0,469,0.5,2,1,1,4,1,lost,Imo,25-34,2023-02-23
CUS01478,2023-11-01,7,358850.0,51264.29,40997.72,2,3.0,4.428571428571429,3,40750.0,242,0.286,4,3,4,11,1,loyal,Lagos,25-34,2022-03-02
CUS01479,2023-02-25,3,183000.0,61000.0,0.0,0,3.6666666666666665,2.6666666666666665,3,0.0,491,0.0,2,2,3,7,1,hibernating,Abuja,35-44,2023-02-03
CUS01480,2024-01-05,10,252520.0,25252.0,98476.56,2,3.5,2.3,5,21280.0,177,0.2,4,4,4,12,0,loyal,Lagos,25-34,2022-01-26
CUS01481,2023-03-07,1,11600.0,11600.0,0.0,0,4.0,3.0,1,0.0,481,0.0,2,1,1,4,1,hibernating,Lagos,35-44,2023-02-13
CUS01482,2023-07-07,3,220410.0,73470.0,0.0,0,3.6666666666666665,2.0,2,6490.0,359,0.0,3,2,4,9,1,hibernating,Anambra,55+,2023-06-12
CUS01483,2023-12-06,16,450410.0,28150.62,28332.82,2,3.8125,2.5,5,25890.0,207,0.125,4,5,5,14,1,loyal,Kaduna,25-34,2022-06-30
CUS01484,2023-04-15,3,59800.0,19933.33,4450.49,1,3.0,1.6666666666666667,3,3600.0,442,0.333,2,2,2,6,1,hibernating,Lagos,45-54,2022-11-13
CUS01485,2023-07-08,6,279010.0,46501.67,0.0,0,4.333333333333333,2.5,4,12090.0,358,0.0,3,3,4,10,1,at_risk,Lagos,18-24,2023-06-26
CUS01486,2024-02-09,12,324410.0,27034.17,0.0,0,3.5,2.5833333333333335,6,19590.0,142,0.0,4,4,4,12,0,loyal,Rivers,18-24,2022-12-01
CUS01487,2023-04-30,9,322870.0,35874.44,0.0,0,4.111111111111111,4.111111111111111,5,28230.0,427,0.0,2,4,4,10,1,at_risk,Rivers,35-44,2022-07-16
CUS01488,2022-04-09,3,44930.0,14976.67,23358.63,1,3.0,3.0,3,570.0,813,0.333,1,2,2,5,1,hibernating,Abuja,25-34,2022-01-26
CUS01489,2024-03-19,15,555360.0,37024.0,120996.47,5,3.4,5.133333333333334,3,15840.0,103,0.333,5,5,5,15,0,loyal,Delta,35-44,2023-02-02
CUS01490,2024-04-13,20,1312670.0,65633.5,73277.93,1,3.95,3.95,7,94830.0,78,0.05,5,5,5,15,0,champion,Rivers,35-44,2022-10-15
CUS01491,2024-01-15,31,716685.0,23118.87,83595.87,5,3.6774193548387095,4.516129032258065,8,36015.0,167,0.161,4,5,5,14,0,champion,Kano,25-34,2022-05-17
CUS01492,2024-03-27,29,916690.0,31610.0,57144.729999999996,5,3.689655172413793,4.586206896551724,8,45210.0,95,0.172,5,5,5,15,0,champion,Rivers,25-34,2022-06-19
CUS01493,2024-01-29,14,224410.0,16029.29,15353.170000000002,2,3.857142857142857,2.5,4,9290.0,153,0.143,4,4,4,12,0,champion,Oyo,25-34,2023-05-19
CUS01494,2023-10-12,16,252765.0,15797.81,74079.88,4,3.125,2.6875,6,14535.0,262,0.25,3,5,4,12,1,loyal,Anambra,35-44,2022-05-22
CUS01495,2024-04-15,10,218040.0,21804.0,115391.95000000001,2,3.3,2.1,4,15160.0,76,0.2,5,4,4,13,0,loyal,Lagos,45-54,2022-09-03
CUS01496,2023-06-13,1,2000.0,2000.0,0.0,0,4.0,2.0,1,0.0,383,0.0,2,1,1,4,1,lost,Lagos,35-44,2023-05-28
CUS01497,2024-03-11,14,327855.0,23418.21,15364.6,2,4.0,2.357142857142857,5,10945.0,111,0.143,5,4,4,13,0,loyal,Abuja,18-24,2022-10-20
CUS01498,2024-02-02,10,146340.0,14634.0,15721.45,1,3.1,2.7,5,13560.0,149,0.1,4,4,3,11,0,loyal,Oyo,25-34,2023-06-10
CUS01499,2024-01-12,24,1417345.0,59056.04,112928.83,4,3.75,4.416666666666667,6,84655.0,170,0.167,4,5,5,14,0,champion,Lagos,35-44,2023-01-31
CUS01500,2024-03-25,9,88550.0,9838.89,28528.460000000003,3,3.5555555555555554,2.3333333333333335,6,1950.0,97,0.333,5,4,2,11,0,loyal,Abuja,25-34,2023-05-06
CUS01501,2022-11-11,2,19005.0,9502.5,8083.48,1,4.0,2.0,2,2695.0,597,0.5,1,1,1,3,1,lost,Lagos,25-34,2022-10-21
CUS01502,2022-10-24,3,69885.0,23295.0,0.0,0,3.6666666666666665,3.0,3,5215.0,615,0.0,1,2,2,5,1,hibernating,Delta,35-44,2022-06-12
CUS01503,2023-11-16,8,198315.0,24789.38,13891.369999999999,2,3.5,4.5,6,15485.0,227,0.25,4,3,3,10,0,at_risk,Enugu,35-44,2023-01-15
CUS01504,2022-08-17,1,14025.0,14025.0,0.0,0,5.0,2.0,1,2475.0,683,0.0,1,1,1,3,1,lost,Rivers,18-24,2022-08-08
CUS01505,2023-10-08,16,382370.0,23898.12,5321.52,1,3.75,4.3125,7,35130.0,266,0.062,3,5,4,12,1,loyal,Delta,25-34,2022-02-19
CUS01506,2024-01-25,3,67170.0,22390.0,0.0,0,4.666666666666667,2.6666666666666665,3,2130.0,157,0.0,4,2,2,8,0,at_risk,Abuja,18-24,2022-08-09
CUS01507,2024-05-01,27,665080.0,24632.59,110624.87000000001,4,3.5925925925925926,2.814814814814815,7,64720.0,60,0.148,5,5,5,15,0,champion,Delta,45-54,2022-03-10
CUS01508,2022-12-12,3,33950.0,11316.67,8102.49,1,2.6666666666666665,3.0,3,2350.0,566,0.333,1,2,1,4,1,hibernating,Enugu,18-24,2022-11-18
CUS01509,2023-09-12,12,379570.0,31630.83,68385.72,2,3.8333333333333335,2.9166666666666665,4,12730.0,292,0.167,3,4,4,11,1,loyal,Kano,18-24,2022-08-23
CUS01510,2023-08-13,9,209560.0,23284.44,0.0,0,3.888888888888889,2.111111111111111,3,5040.0,322,0.0,3,4,4,11,1,at_risk,Delta,18-24,2022-12-01
CUS01511,2023-02-06,1,7125.0,7125.0,0.0,0,3.0,2.0,1,375.0,510,0.0,2,1,1,4,1,hibernating,Delta,18-24,2022-10-12
CUS01512,2024-01-05,9,70905.0,7878.33,8577.18,2,3.4444444444444446,2.3333333333333335,2,3595.0,177,0.222,4,4,2,10,0,at_risk,Rivers,25-34,2022-05-09
CUS01513,2023-05-21,2,126265.0,63132.5,0.0,0,4.5,2.0,2,12535.0,406,0.0,2,1,3,6,1,hibernating,Rivers,25-34,2023-04-22
CUS01514,2022-01-29,1,10200.0,10200.0,0.0,0,3.0,4.0,1,1800.0,883,0.0,1,1,1,3,1,lost,Delta,25-34,2022-01-21
CUS01515,2023-06-15,1,3330.0,3330.0,2336.37,1,2.0,4.0,1,370.0,381,1.0,2,1,1,4,1,hibernating,Abuja,35-44,2023-06-02
CUS01516,2023-07-06,7,265100.0,37871.43,16235.7,1,3.4285714285714284,4.714285714285714,5,6300.0,360,0.143,3,3,4,10,1,at_risk,Imo,18-24,2022-04-07
CUS01517,2022-11-27,1,7300.0,7300.0,0.0,0,3.0,3.0,1,0.0,581,0.0,1,1,1,3,1,hibernating,Lagos,35-44,2022-10-10
CUS01518,2024-05-22,17,340925.0,20054.41,22037.7,2,3.7058823529411766,2.7058823529411766,6,24575.0,39,0.118,5,5,4,14,0,champion,Abuja,25-34,2022-07-26
CUS01519,2023-12-20,4,119830.0,29957.5,0.0,0,3.75,5.25,2,16170.0,193,0.0,4,2,3,9,1,at_risk,Rivers,18-24,2023-02-03
CUS01520,2024-02-02,25,1601220.0,64048.8,289016.68,5,3.52,2.4,6,56980.0,149,0.2,4,5,5,14,0,champion,Abuja,18-24,2022-03-08
CUS01521,2022-08-23,1,9180.0,9180.0,0.0,0,4.0,3.0,1,1020.0,677,0.0,1,1,1,3,1,lost,Kano,25-34,2022-06-28
CUS01522,2023-06-23,1,138080.0,138080.0,0.0,0,4.0,3.0,1,34520.0,373,0.0,3,1,3,7,1,lost,Kaduna,45-54,2023-06-03
CUS01523,2023-11-17,13,285010.0,21923.85,11523.49,1,3.769230769230769,2.3846153846153846,6,23390.0,226,0.077,4,4,4,12,1,loyal,Lagos,45-54,2023-05-18
CUS01524,2023-06-26,9,247100.0,27455.56,13095.73,1,3.5555555555555554,1.5555555555555556,5,10000.0,370,0.111,3,4,4,11,1,at_risk,Abuja,35-44,2023-06-17
CUS01525,2023-04-14,1,23040.0,23040.0,0.0,0,4.0,2.0,1,2560.0,443,0.0,2,1,1,4,1,lost,Abuja,45-54,2023-03-25
CUS01526,2023-09-30,15,334390.0,22292.67,0.0,0,4.266666666666667,3.533333333333333,6,9610.0,274,0.0,3,5,4,12,1,loyal,Lagos,18-24,2023-01-21
CUS01527,2023-10-30,17,127430.0,7495.88,5737.1,2,3.823529411764706,2.235294117647059,5,9670.0,244,0.118,4,5,3,12,0,loyal,Imo,35-44,2022-11-07
CUS01528,2024-05-06,26,659925.0,25381.73,20108.29,3,3.769230769230769,2.769230769230769,7,35175.0,55,0.115,5,5,5,15,0,champion,Kano,25-34,2023-06-11
CUS01529,2022-07-18,2,49540.0,24770.0,0.0,0,4.5,1.5,2,4860.0,713,0.0,1,1,2,4,1,lost,Lagos,25-34,2022-06-29
CUS01530,2022-08-22,2,51450.0,25725.0,24316.71,1,3.0,2.0,2,1850.0,678,0.5,1,1,2,4,1,lost,Lagos,45-54,2022-08-09
CUS01531,2022-12-10,3,33510.0,11170.0,0.0,0,4.0,2.6666666666666665,2,1990.0,568,0.0,1,2,1,4,1,at_risk,Enugu,35-44,2022-02-16
CUS01532,2022-06-09,2,39980.0,19990.0,0.0,0,3.5,1.5,2,520.0,752,0.0,1,1,2,4,1,lost,Anambra,35-44,2022-02-28
CUS01533,2022-05-23,1,37100.0,37100.0,0.0,0,4.0,2.0,1,0.0,769,0.0,1,1,2,4,1,hibernating,Anambra,25-34,2022-02-20
CUS01534,2023-12-17,15,857750.0,57183.33,81359.92,4,3.4,2.8666666666666667,6,36050.0,196,0.267,4,5,5,14,1,loyal,Rivers,25-34,2022-08-29
CUS01535,2023-07-11,2,41220.0,20610.0,0.0,0,3.0,2.0,2,1380.0,355,0.0,3,1,2,6,1,lost,Kaduna,45-54,2023-06-12
CUS01536,2024-06-04,33,379595.0,11502.88,27365.88,4,3.757575757575758,2.5757575757575757,7,21605.0,26,0.121,5,5,4,14,0,champion,Rivers,25-34,2022-06-26
CUS01537,2024-01-19,13,196110.0,15085.38,0.0,0,4.230769230769231,2.8461538461538463,7,24090.0,163,0.0,4,4,3,11,0,champion,Rivers,18-24,2022-09-17
CUS01538,2024-02-12,26,751910.0,28919.62,57308.340000000004,4,3.6538461538461537,2.6538461538461537,8,31490.0,139,0.154,4,5,5,14,0,champion,Abuja,18-24,2022-07-13
CUS01539,2023-10-09,4,200305.0,50076.25,7609.04,1,3.25,2.75,4,10195.0,265,0.25,3,2,3,8,1,at_risk,Lagos,55+,2022-09-17
CUS01540,2022-10-24,1,29165.0,29165.0,0.0,0,5.0,2.0,1,1535.0,615,0.0,1,1,1,3,1,lost,Lagos,55+,2022-10-05
CUS01541,2022-09-03,1,12500.0,12500.0,0.0,0,3.0,2.0,1,0.0,666,0.0,1,1,1,3,1,lost,Delta,55+,2022-08-24
CUS01542,2022-06-17,2,51310.0,25655.0,0.0,0,4.0,5.5,2,4090.0,744,0.0,1,1,2,4,1,lost,Lagos,25-34,2022-04-17
CUS01543,2024-01-22,12,189040.0,15753.33,13521.79,1,3.8333333333333335,2.6666666666666665,5,12660.0,160,0.083,4,4,3,11,0,loyal,Abuja,25-34,2022-05-09
CUS01544,2024-01-24,22,432440.0,19656.36,16412.02,2,3.590909090909091,2.6363636363636362,6,5860.0,158,0.091,4,5,5,14,0,champion,Oyo,25-34,2022-02-02
CUS01545,2023-05-05,2,20055.0,10027.5,11425.59,1,3.5,2.5,1,2445.0,422,0.5,2,1,1,4,1,lost,Anambra,18-24,2023-04-11
CUS01546,2023-10-24,17,450450.0,26497.06,17454.17,3,3.764705882352941,2.823529411764706,6,48250.0,250,0.176,3,5,5,13,1,loyal,Enugu,35-44,2022-03-24
CUS01547,2024-06-18,7,178605.0,25515.0,6472.16,1,3.7142857142857144,2.0,3,5595.0,12,0.143,5,3,3,11,0,loyal,Rivers,25-34,2022-08-21
CUS01548,2023-11-15,4,76860.0,19215.0,0.0,0,4.25,3.0,3,740.0,228,0.0,4,2,2,8,0,at_risk,Rivers,45-54,2023-05-20
CUS01549,2024-04-17,17,363575.0,21386.76,42430.69,3,3.588235294117647,2.6470588235294117,7,21225.0,74,0.176,5,5,4,14,0,loyal,Imo,18-24,2022-09-07
CUS01550,2023-02-17,2,188200.0,94100.0,145523.17,1,2.5,2.0,2,8900.0,499,0.5,2,1,3,6,1,hibernating,Lagos,18-24,2023-02-11
CUS01551,2023-06-27,8,83645.0,10455.62,22271.899999999998,2,3.25,2.0,4,6055.0,369,0.25,3,3,2,8,1,loyal,Lagos,55+,2022-06-17
CUS01552,2023-12-05,5,40235.0,8047.0,0.0,0,3.4,2.6,3,3865.0,208,0.0,4,3,2,9,1,at_risk,Anambra,25-34,2022-05-09
CUS01553,2023-03-28,2,62880.0,31440.0,0.0,0,3.5,2.5,2,3920.0,460,0.0,2,1,2,5,1,lost,Lagos,35-44,2023-03-08
CUS01554,2023-11-09,14,436960.0,31211.43,23395.81,3,3.7857142857142856,2.7142857142857144,5,8840.0,234,0.214,4,4,5,13,1,loyal,Oyo,18-24,2022-12-21
CUS01555,2024-06-07,19,961860.0,50624.21,52652.520000000004,5,3.4210526315789473,4.2631578947368425,6,53540.0,23,0.263,5,5,5,15,0,champion,Lagos,35-44,2022-01-21
CUS01556,2024-02-08,12,381700.0,31808.33,9023.96,1,3.75,3.6666666666666665,7,15000.0,143,0.083,4,4,4,12,0,loyal,Oyo,18-24,2022-04-17
CUS01557,2024-03-13,12,620750.0,51729.17,140903.53,3,3.75,4.583333333333333,5,31750.0,109,0.25,5,4,5,14,0,loyal,Abuja,18-24,2023-05-27
CUS01558,2023-06-06,2,96030.0,48015.0,0.0,0,3.0,2.5,2,10670.0,390,0.0,2,1,2,5,1,lost,Anambra,25-34,2023-05-13
CUS01559,2024-02-01,15,151660.0,10110.67,28409.0,5,3.2,4.266666666666667,6,5840.0,150,0.333,4,5,3,12,0,loyal,Oyo,35-44,2022-09-02
CUS01560,2023-12-05,14,309495.0,22106.79,45599.97,3,3.7142857142857144,3.2142857142857144,4,12705.0,208,0.214,4,4,4,12,0,loyal,Rivers,35-44,2022-04-25
CUS01561,2022-11-23,1,113400.0,113400.0,0.0,0,3.0,1.0,1,0.0,585,0.0,1,1,3,5,1,hibernating,Delta,18-24,2022-11-14
CUS01562,2023-03-24,1,49500.0,49500.0,0.0,0,4.0,1.0,1,0.0,464,0.0,2,1,2,5,1,lost,Abuja,25-34,2023-03-07
CUS01563,2024-02-27,8,183125.0,22890.62,0.0,0,4.0,1.875,4,9775.0,124,0.0,5,3,3,11,0,loyal,Abuja,25-34,2023-06-11
CUS01564,2023-01-08,8,204195.0,25524.38,44015.899999999994,2,3.0,3.375,4,21605.0,539,0.25,2,3,4,9,1,loyal,Lagos,25-34,2022-08-06
CUS01565,2023-10-05,15,369255.0,24617.0,69853.68,4,3.533333333333333,2.533333333333333,7,9245.0,269,0.267,3,5,4,12,1,loyal,Oyo,35-44,2022-02-10
CUS01566,2023-06-28,4,468370.0,117092.5,65811.78,1,3.25,5.5,1,38430.0,368,0.25,3,2,5,10,1,at_risk,Lagos,25-34,2022-06-05
CUS01567,2023-02-18,2,36000.0,18000.0,0.0,0,4.0,3.0,2,0.0,498,0.0,2,1,2,5,1,lost,Lagos,25-34,2023-01-31
CUS01568,2023-11-17,7,161800.0,23114.29,0.0,0,4.285714285714286,1.8571428571428572,6,0.0,226,0.0,4,3,3,10,0,at_risk,Lagos,25-34,2022-12-10
CUS01569,2022-02-03,1,19380.0,19380.0,0.0,0,5.0,4.0,1,1020.0,878,0.0,1,1,1,3,1,lost,Imo,25-34,2022-01-17
CUS01570,2023-07-02,5,322355.0,64471.0,91471.51,1,3.6,2.8,3,7645.0,364,0.2,3,3,4,10,1,at_risk,Rivers,25-34,2023-01-27
CUS01571,2024-04-03,8,281790.0,35223.75,23312.35,1,3.75,2.125,6,11610.0,88,0.125,5,3,4,12,0,loyal,Lagos,18-24,2023-01-07
CUS01572,2024-03-22,17,338170.0,19892.35,48621.21,4,3.2941176470588234,2.4705882352941178,5,47630.0,100,0.235,5,5,4,14,0,loyal,Lagos,55+,2022-09-23
CUS01573,2022-10-24,2,142700.0,71350.0,0.0,0,4.0,2.5,2,0.0,615,0.0,1,1,3,5,1,lost,Lagos,45-54,2022-09-26
CUS01574,2023-11-19,8,103880.0,12985.0,11733.9,1,4.0,4.625,4,2920.0,224,0.125,4,3,3,10,0,at_risk,Lagos,25-34,2022-03-20
CUS01575,2022-12-02,2,175590.0,87795.0,31929.32,1,2.5,1.5,2,25110.0,576,0.5,1,1,3,5,1,lost,Anambra,35-44,2022-11-07
CUS01576,2024-01-17,15,915085.0,61005.67,9003.26,2,3.1333333333333333,5.2,5,33515.0,165,0.133,4,5,5,14,0,champion,Kano,25-34,2022-06-24
CUS01577,2023-11-22,9,768305.0,85367.22,4330.38,1,3.4444444444444446,4.0,4,23695.0,221,0.111,4,4,5,13,1,loyal,Kano,18-24,2022-08-01
CUS01578,2023-09-01,4,156985.0,39246.25,0.0,0,4.0,2.5,3,9515.0,303,0.0,3,2,3,8,0,at_risk,Lagos,45-54,2022-03-30
CUS01579,2024-02-18,12,220780.0,18398.33,21604.9,2,3.5833333333333335,4.75,6,13820.0,133,0.167,5,4,4,13,0,loyal,Rivers,18-24,2023-04-01
CUS01580,2023-12-14,5,95860.0,19172.0,0.0,0,3.6,5.8,4,10840.0,199,0.0,4,3,2,9,0,at_risk,Kaduna,25-34,2023-06-02
CUS01581,2024-05-09,27,615730.0,22804.81,0.0,0,4.222222222222222,2.4074074074074074,8,29970.0,52,0.0,5,5,5,15,0,champion,Anambra,18-24,2022-12-20
CUS01582,2023-09-10,7,104475.0,14925.0,9206.16,1,3.857142857142857,2.857142857142857,5,14025.0,294,0.143,3,3,3,9,1,at_risk,Enugu,35-44,2022-05-01
CUS01583,2022-09-23,1,14800.0,14800.0,0.0,0,5.0,2.0,1,0.0,646,0.0,1,1,1,3,1,hibernating,Rivers,18-24,2022-01-02
CUS01584,2024-03-02,7,314210.0,44887.14,7422.9,1,3.5714285714285716,5.285714285714286,4,25990.0,120,0.143,5,3,4,12,0,loyal,Anambra,18-24,2023-05-29
CUS01585,2023-06-14,4,59560.0,14890.0,24980.26,1,3.5,2.75,2,6240.0,382,0.25,2,2,2,6,1,at_risk,Rivers,25-34,2023-02-25
CUS01586,2023-04-20,3,196010.0,65336.67,16463.06,1,4.0,4.0,3,10390.0,437,0.333,2,2,3,7,1,hibernating,Lagos,18-24,2023-03-20
CUS01587,2023-06-22,1,32870.0,32870.0,0.0,0,4.0,3.0,1,1730.0,374,0.0,3,1,1,5,1,hibernating,Abuja,25-34,2023-06-15
CUS01588,2023-12-14,15,259460.0,17297.33,12920.45,1,3.8666666666666667,2.466666666666667,6,20140.0,199,0.067,4,5,4,13,0,loyal,Delta,25-34,2022-10-19
CUS01589,2024-02-11,3,16300.0,5433.33,0.0,0,3.6666666666666665,3.3333333333333335,3,0.0,140,0.0,4,2,1,7,0,at_risk,Kaduna,18-24,2022-06-13
CUS01590,2024-04-02,23,487305.0,21187.17,82150.81000000001,4,3.4782608695652173,2.5217391304347827,6,15995.0,89,0.174,5,5,5,15,0,champion,Delta,45-54,2023-05-16
CUS01591,2022-10-30,1,14250.0,14250.0,0.0,0,3.0,1.0,1,750.0,609,0.0,1,1,1,3,1,hibernating,Oyo,25-34,2022-08-06
CUS01592,2024-04-13,19,335055.0,17634.47,38212.23,4,3.789473684210526,2.736842105263158,7,13745.0,78,0.211,5,5,4,14,0,champion,Enugu,25-34,2022-12-19
CUS01593,2024-03-20,13,308650.0,23742.31,165222.63,4,3.8461538461538463,2.6923076923076925,7,17550.0,102,0.308,5,4,4,13,0,loyal,Delta,35-44,2023-05-20
CUS01594,2023-10-06,5,178870.0,35774.0,0.0,0,3.8,2.6,3,33730.0,268,0.0,3,3,3,9,1,at_risk,Anambra,25-34,2022-01-28
CUS01595,2023-09-06,5,168900.0,33780.0,0.0,0,4.0,1.8,3,0.0,298,0.0,3,3,3,9,0,at_risk,Lagos,35-44,2023-02-28
CUS01596,2023-01-05,3,73770.0,24590.0,0.0,0,3.6666666666666665,5.0,3,3030.0,542,0.0,1,2,2,5,1,hibernating,Oyo,25-34,2022-06-23
