customer_id,segment,state,preferred_category,preferred_channel,preferred_payment,registration_date,age_group,n_orders,last_purchase_date,churned
CUS01306,lost,Oyo,Electronics,Social Commerce,Bank Transfer,2022-12-07,18-24,2,2022-07-12,1
CUS01307,at_risk,Lagos,Beauty & Personal Care,Mobile App,Card,2022-01-12,35-44,6,2023-11-19,1
CUS01308,lost,Delta,Home & Kitchen,Web,Wallet,2022-04-30,55+,1,2022-02-10,1
CUS01309,loyal,Kano,Beauty & Personal Care,Mobile App,Pay on Delivery,2023-04-22,25-34,10,2024-04-27,0
CUS01310,champion,Rivers,Food & Groceries,Mobile App,Card,2022-02-03,35-44,18,2024-05-02,0
CUS01311,lost,Anambra,Electronics,Mobile App,Card,2022-05-29,25-34,2,2022-08-07,1
CUS01312,at_risk,Abuja,Baby & Kids,Social Commerce,Bank Transfer,2023-06-11,25-34,6,2024-02-20,0
CUS01313,hibernating,Lagos,Electronics,Mobile App,Bank Transfer,2022-09-22,25-34,2,2022-10-06,1
CUS01314,at_risk,Delta,Electronics,Web,Pay on Delivery,2022-09-10,25-34,9,2024-02-26,0
CUS01315,loyal,Oyo,Sports & Outdoors,Web,Wallet,2023-02-12,35-44,14,2023-10-31,1
CUS01316,hibernating,Lagos,Beauty & Personal Care,Mobile App,Card,2022-12-19,25-34,3,2023-01-18,1
CUS01317,at_risk,Kaduna,Books & Media,Mobile App,Pay on Delivery,2023-04-30,18-24,7,2023-12-21,1
CUS01318,loyal,Rivers,Electronics,Web,Pay on Delivery,2023-03-25,45-54,11,2023-12-04,1
CUS01319,hibernating,Lagos,Fashion,Web,Bank Transfer,2022-05-28,25-34,2,2022-11-29,1
CUS01320,hibernating,Imo,Beauty & Personal Care,Social Commerce,Card,2022-05-08,18-24,3,2022-10-04,1
CUS01321,loyal,Lagos,Beauty & Personal Care,Web,Card,2022-10-26,25-34,7,2024-04-24,0
CUS01322,loyal,Delta,Electronics,Social Commerce,Card,2022-04-20,45-54,15,2024-03-16,0
CUS01323,loyal,Rivers,Fashion,Mobile App,Bank Transfer,2023-03-18,45-54,13,2024-03-31,0
CUS01324,lost,Oyo,Books & Media,Web,Bank Transfer,2022-07-20,18-24,1,2022-09-03,1
CUS01325,loyal,Abuja,Fashion,Mobile App,Wallet,2022-02-24,35-44,15,2024-01-16,0
CUS01326,loyal,Lagos,Home & Kitchen,Mobile App,Bank Transfer,2022-07-22,35-44,13,2024-03-23,0
CUS01327,at_risk,Rivers,Beauty & Personal Care,Web,Wallet,2022-01-31,25-34,3,2023-06-16,1
CUS01328,lost,Lagos,Electronics,Mobile App,Pay on Delivery,2022-12-31,25-34,1,2022-06-25,1
CUS01329,hibernating,Abuja,Food & Groceries,Mobile App,Bank Transfer,2022-12-09,45-54,3,2023-05-12,1
CUS01330,loyal,Anambra,Electronics,Web,Bank Transfer,2022-06-26,35-44,16,2024-04-12,0
CUS01331,champion,Kano,Food & Groceries,Mobile App,Pay on Delivery,2022-09-19,25-34,16,2024-06-16,0
CUS01332,loyal,Abuja,Electronics,Web,Bank Transfer,2023-02-09,25-34,11,2024-03-14,0
CUS01333,at_risk,Oyo,Sports & Outdoors,Social Commerce,Card,2022-06-07,35-44,3,2024-02-04,0
CUS01334,loyal,Lagos,Sports & Outdoors,Mobile App,Card,2022-02-05,45-54,16,2023-12-16,1
CUS01335,loyal,Enugu,Fashion,Mobile App,Card,2023-03-31,18-24,12,2023-11-14,1
CUS01336,at_risk,Lagos,Fashion,Web,Card,2022-04-24,25-34,6,2023-09-04,1
CUS01337,champion,Kaduna,Electronics,Social Commerce,Card,2022-07-26,35-44,30,2024-06-29,0
CUS01338,lost,Kano,Fashion,Social Commerce,Card,2022-05-17,18-24,1,2022-02-23,1
CUS01339,loyal,Abuja,Electronics,Mobile App,Card,2022-07-11,25-34,14,2023-11-18,1
CUS01340,champion,Oyo,Electronics,Mobile App,Bank Transfer,2022-01-16,18-24,19,2024-05-15,0
CUS01341,hibernating,Rivers,Food & Groceries,Mobile App,Wallet,2023-01-04,35-44,1,2023-03-11,1
CUS01342,champion,Enugu,Fashion,Mobile App,Card,2022-03-19,18-24,17,2024-03-06,0
CUS01343,loyal,Oyo,Books & Media,Mobile App,Bank Transfer,2022-01-18,45-54,16,2024-06-28,0
CUS01344,loyal,Lagos,Fashion,Social Commerce,Card,2022-10-10,55+,14,2024-03-13,0
CUS01345,loyal,Lagos,Fashion,Web,Pay on Delivery,2023-03-20,18-24,16,2024-01-11,0
CUS01346,hibernating,Rivers,Beauty & Personal Care,Mobile App,Pay on Delivery,2023-01-22,25-34,3,2022-10-08,1
CUS01347,at_risk,Imo,Fashion,Social Commerce,Wallet,2022-10-25,25-34,6,2023-10-18,1
CUS01348,loyal,Lagos,Sports & Outdoors,Web,Pay on Delivery,2022-09-30,25-34,11,2023-12-22,1
CUS01349,hibernating,Abuja,Fashion,Web,Bank Transfer,2022-10-14,25-34,3,2022-12-04,1
CUS01350,lost,Abuja,Home & Kitchen,Mobile App,Pay on Delivery,2022-05-28,25-34,2,2022-05-01,1
CUS01351,lost,Abuja,Sports & Outdoors,Mobile App,Pay on Delivery,2022-09-18,25-34,1,2022-10-24,1
CUS01352,loyal,Lagos,Fashion,Mobile App,Card,2023-02-05,18-24,16,2024-06-19,0
CUS01353,at_risk,Rivers,Fashion,Mobile App,Pay on Delivery,2022-11-04,35-44,7,2023-09-27,1
CUS01354,at_risk,Rivers,Home & Kitchen,Mobile App,Bank Transfer,2022-10-24,55+,4,2023-09-21,1
CUS01355,hibernating,Kano,Food & Groceries,Social Commerce,Wallet,2022-02-06,18-24,2,2022-10-04,1
CUS01356,lost,Rivers,Food & Groceries,Web,Bank Transfer,2022-03-20,45-54,1,2022-11-26,1
CUS01357,at_risk,Lagos,Fashion,Social Commerce,Card,2023-06-24,25-34,4,2023-08-16,1
CUS01358,lost,Lagos,Electronics,Web,Card,2022-09-07,45-54,1,2022-11-29,1
CUS01359,hibernating,Lagos,Sports & Outdoors,Mobile App,Card,2022-09-10,45-54,1,2023-05-06,1
CUS01360,at_risk,Delta,Fashion,Web,Bank Transfer,2022-08-08,25-34,7,2023-07-26,1
CUS01361,loyal,Abuja,Fashion,Mobile App,Pay on Delivery,2023-05-21,55+,12,2024-04-02,0
CUS01362,at_risk,Delta,Food & Groceries,Mobile App,Card,2022-06-10,18-24,8,2023-06-21,1
CUS01363,loyal,Kaduna,Home & Kitchen,Mobile App,Bank Transfer,2022-02-01,18-24,11,2024-03-09,0
CUS01364,at_risk,Kano,Home & Kitchen,Mobile App,Wallet,2022-04-20,35-44,9,2023-08-10,1
CUS01365,champion,Oyo,Sports & Outdoors,Web,Card,2023-05-11,35-44,29,2024-06-01,0
CUS01366,loyal,Lagos,Home & Kitchen,Social Commerce,Card,2023-06-16,18-24,7,2024-05-11,0
CUS01367,loyal,Abuja,Home & Kitchen,Mobile App,Pay on Delivery,2022-02-24,45-54,9,2024-04-03,0
CUS01368,at_risk,Kano,Food & Groceries,Mobile App,Wallet,2022-09-19,45-54,9,2023-09-28,1
CUS01369,hibernating,Anambra,Food & Groceries,Web,Bank Transfer,2022-02-06,45-54,1,2022-11-11,1
CUS01370,loyal,Abuja,Fashion,Mobile App,Card,2023-06-02,35-44,15,2024-06-15,0
CUS01371,at_risk,Lagos,Sports & Outdoors,Web,Bank Transfer,2022-07-28,18-24,9,2024-02-07,0
CUS01372,hibernating,Lagos,Home & Kitchen,Social Commerce,Pay on Delivery,2023-06-10,25-34,2,2022-09-30,1
CUS01373,champion,Abuja,Beauty & Personal Care,Mobile App,Card,2022-03-04,45-54,35,2024-03-24,0
CUS01374,lost,Abuja,Fashion,Social Commerce,Pay on Delivery,2022-08-29,35-44,2,2022-07-02,1
CUS01375,lost,Lagos,Fashion,Mobile App,Pay on Delivery,2023-04-29,35-44,1,2022-08-31,1
CUS01376,loyal,Lagos,Fashion,Social Commerce,Card,2022-08-05,25-34,11,2024-05-03,0
CUS01377,lost,Abuja,Fashion,Web,Card,2022-06-10,25-34,2,2022-06-01,1
CUS01378,champion,Lagos,Electronics,Web,Bank Transfer,2023-02-16,25-34,29,2024-06-15,0
CUS01379,lost,Oyo,Sports & Outdoors,Mobile App,Bank Transfer,2023-04-05,35-44,2,2022-02-14,1
CUS01380,hibernating,Lagos,Sports & Outdoors,Mobile App,Wallet,2022-03-15,18-24,3,2022-11-13,1
CUS01381,at_risk,Lagos,Beauty & Personal Care,Mobile App,Bank Transfer,2022-03-20,55+,7,2023-07-20,1
CUS01382,champion,Lagos,Food & Groceries,Web,Bank Transfer,2022-11-10,35-44,24,2024-06-03,0
CUS01383,loyal,Rivers,Sports & Outdoors,Web,Card,2022-07-24,18-24,6,2024-04-02,0
CUS01384,lost,Lagos,Electronics,Mobile App,Bank Transfer,2022-02-09,18-24,2,2022-12-17,1
CUS01385,at_risk,Lagos,Books & Media,Mobile App,Card,2022-01-25,18-24,8,2024-01-22,0
CUS01386,hibernating,Lagos,Fashion,Social Commerce,Wallet,2022-01-29,25-34,3,2023-02-10,1
CUS01387,at_risk,Lagos,Fashion,Mobile App,Bank Transfer,2023-05-23,35-44,9,2023-09-05,1
CUS01388,at_risk,Kaduna,Electronics,Web,Bank Transfer,2022-04-07,35-44,4,2023-09-25,1
CUS01389,loyal,Abuja,Electronics,Social Commerce,Bank Transfer,2022-06-29,25-34,10,2024-01-14,0
CUS01390,loyal,Lagos,Food & Groceries,Mobile App,Pay on Delivery,2022-01-21,35-44,7,2024-01-24,0
CUS01391,at_risk,Oyo,Fashion,Mobile App,Bank Transfer,2022-09-14,18-24,7,2023-08-25,1
CUS01392,lost,Lagos,Sports & Outdoors,Web,Card,2023-01-23,35-44,1,2022-07-20,1
CUS01393,at_risk,Anambra,Sports & Outdoors,Social Commerce,Bank Transfer,2022-12-31,18-24,5,2024-01-23,0
CUS01394,lost,Rivers,Food & Groceries,Web,Pay on Delivery,2022-06-04,18-24,1,2022-12-29,1
CUS01395,champion,Lagos,Fashion,Mobile App,Wallet,2023-06-01,18-24,32,2024-05-18,0
CUS01396,loyal,Abuja,Baby & Kids,Web,Pay on Delivery,2022-08-17,45-54,6,2024-03-24,0
CUS01397,at_risk,Oyo,Beauty & Personal Care,Mobile App,Wallet,2022-03-12,35-44,3,2023-06-11,1
CUS01398,at_risk,Lagos,Fashion,Mobile App,Card,2023-04-16,35-44,7,2024-02-15,0
CUS01399,at_risk,Kano,Electronics,Web,Pay on Delivery,2022-03-11,55+,9,2024-02-10,0
CUS01400,at_risk,Rivers,Beauty & Personal Care,Mobile App,Card,2022-04-10,18-24,6,2023-11-13,1
CUS01401,at_risk,Enugu,Electronics,Web,Card,2023-03-31,25-34,8,2023-11-14,1
CUS01402,loyal,Delta,Food & Groceries,Social Commerce,Pay on Delivery,2023-06-03,35-44,7,2024-03-01,0
CUS01403,champion,Rivers,Food & Groceries,Mobile App,Bank Transfer,2022-10-23,35-44,26,2024-05-09,0
CUS01404,lost,Enugu,Books & Media,Mobile App,Bank Transfer,2023-01-13,45-54,2,2022-01-13,1
CUS01405,at_risk,Rivers,Beauty & Personal Care,Mobile App,Bank Transfer,2022-09-14,18-24,8,2023-07-02,1
CUS01406,lost,Delta,Electronics,Mobile App,Card,2023-06-26,35-44,2,2022-03-08,1
CUS01407,at_risk,Kano,Electronics,Mobile App,Card,2023-02-03,25-34,4,2023-12-26,1
CUS01408,champion,Oyo,Electronics,Mobile App,Card,2023-06-05,18-24,12,2024-04-24,0
CUS01409,loyal,Rivers,Fashion,Web,Card,2022-06-02,25-34,6,2024-02-26,0
CUS01410,loyal,Lagos,Sports & Outdoors,Web,Card,2023-06-20,35-44,10,2024-06-25,0
CUS01411,champion,Abuja,Baby & Kids,Social Commerce,Pay on Delivery,2023-01-11,18-24,23,2024-06-28,0
CUS01412,hibernating,Kaduna,Home & Kitchen,Mobile App,Card,2022-08-17,55+,3,2023-05-12,1
CUS01413,hibernating,Lagos,Electronics,Social Commerce,Card,2023-05-26,18-24,3,2022-10-05,1
CUS01414,hibernating,Anambra,Home & Kitchen,Mobile App,Card,2022-11-21,35-44,2,2023-02-06,1
CUS01415,lost,Enugu,Fashion,Mobile App,Card,2022-02-21,25-34,1,2022-07-06,1
CUS01416,loyal,Kano,Beauty & Personal Care,Social Commerce,Card,2022-04-20,35-44,7,2023-10-03,1
CUS01417,hibernating,Oyo,Baby & Kids,Mobile App,Wallet,2022-12-13,18-24,3,2022-11-26,1
CUS01418,at_risk,Kaduna,Beauty & Personal Care,Mobile App,Bank Transfer,2022-08-04,25-34,4,2023-07-19,1
CUS01419,champion,Abuja,Fashion,Web,Card,2022-07-17,18-24,31,2024-04-25,0
CUS01420,loyal,Lagos,Electronics,Mobile App,Card,2022-12-07,25-34,12,2024-06-15,0
CUS01421,loyal,Delta,Books & Media,Mobile App,Card,2023-06-09,25-34,12,2023-10-06,1
CUS01422,lost,Abuja,Books & Media,Mobile App,Bank Transfer,2023-02-03,18-24,2,2022-08-27,1
CUS01423,lost,Kano,Beauty & Personal Care,Mobile App,Wallet,2022-07-26,25-34,2,2022-05-17,1
CUS01424,loyal,Lagos,Fashion,Social Commerce,Wallet,2022-10-21,25-34,7,2023-10-16,1
CUS01425,lost,Imo,Food & Groceries,Mobile App,Pay on Delivery,2023-04-25,25-34,2,2022-07-14,1
CUS01426,loyal,Imo,Electronics,Social Commerce,Card,2023-05-01,25-34,17,2023-10-12,1
CUS01427,lost,Rivers,Electronics,Web,Card,2022-07-25,35-44,2,2022-02-12,1
CUS01428,loyal,Imo,Beauty & Personal Care,Mobile App,Card,2022-05-18,35-44,12,2024-03-14,0
CUS01429,at_risk,Lagos,Electronics,Mobile App,Card,2023-01-04,25-34,6,2023-06-03,1
CUS01430,lost,Kaduna,Fashion,Mobile App,Bank Transfer,2023-03-11,25-34,1,2022-09-25,1
CUS01431,hibernating,Oyo,Food & Groceries,Web,Card,2022-07-28,35-44,3,2022-09-24,1
CUS01432,champion,Lagos,Home & Kitchen,Web,Bank Transfer,2022-02-14,25-34,17,2024-03-22,0
CUS01433,champion,Anambra,Home & Kitchen,Mobile App,Card,2022-02-05,18-24,32,2024-02-18,0
CUS01434,loyal,Imo,Beauty & Personal Care,Mobile App,Pay on Delivery,2022-10-19,45-54,8,2024-06-13,0
CUS01435,lost,Delta,Books & Media,Web,Wallet,2022-11-26,25-34,1,2022-10-29,1
CUS01436,hibernating,Abuja,Food & Groceries,Web,Wallet,2023-04-11,45-54,2,2022-11-22,1
CUS01437,hibernating,Kano,Home & Kitchen,Mobile App,Card,2022-09-21,45-54,2,2023-01-01,1
CUS01438,hibernating,Rivers,Electronics,Social Commerce,Bank Transfer,2023-01-29,25-34,2,2023-01-27,1
CUS01439,loyal,Kano,Electronics,Social Commerce,Pay on Delivery,2022-06-09,35-44,13,2023-10-21,1
CUS01440,lost,Lagos,Beauty & Personal Care,Mobile App,Card,2022-07-13,18-24,2,2022-12-08,1
CUS01441,loyal,Abuja,Home & Kitchen,Mobile App,Card,2022-03-02,35-44,11,2024-02-10,0
CUS01442,at_risk,Lagos,Electronics,Mobile App,Card,2023-01-11,55+,4,2023-07-29,1
CUS01443,hibernating,Lagos,Home & Kitchen,Mobile App,Card,2023-01-23,45-54,2,2022-12-24,1
CUS01444,at_risk,Abuja,Sports & Outdoors,Social Commerce,Bank Transfer,2022-04-29,25-34,9,2023-10-11,1
CUS01445,at_risk,Lagos,Books & Media,Web,Card,2022-06-14,18-24,7,2024-01-04,0
CUS01446,lost,Kano,Electronics,Web,Wallet,2022-03-22,18-24,1,2022-05-17,1
CUS01447,at_risk,Abuja,Fashion,Web,Bank Transfer,2023-05-30,25-34,3,2023-06-10,1
CUS01448,at_risk,Kano,Home & Kitchen,Mobile App,Card,2022-12-11,25-34,3,2023-12-07,1
CUS01449,loyal,Abuja,Food & Groceries,Mobile App,Card,2022-12-11,25-34,17,2024-01-23,0
CUS01450,champion,Lagos,Food & Groceries,Social Commerce,Pay on Delivery,2022-10-21,25-34,13,2024-03-07,0
CUS01451,champion,Lagos,Sports & Outdoors,Social Commerce,Card,2022-05-07,25-34,12,2024-06-08,0
CUS01452,champion,Delta,Home & Kitchen,Mobile App,Card,2022-08-12,35-44,33,2024-05-20,0
CUS01453,lost,Lagos,Baby & Kids,Web,Card,2022-08-15,18-24,2,2022-04-03,1
CUS01454,loyal,Lagos,Fashion,Web,Card,2023-06-22,18-24,10,2024-01-03,0
CUS01455,hibernating,Abuja,Fashion,Web,Bank Transfer,2023-01-11,25-34,3,2023-01-21,1
CUS01456,hibernating,Oyo,Baby & Kids,Mobile App,Bank Transfer,2022-07-04,25-34,2,2022-12-08,1
CUS01457,lost,Abuja,Home & Kitchen,Social Commerce,Card,2022-08-06,35-44,1,2022-10-01,1
CUS01458,at_risk,Imo,Electronics,Mobile App,Card,2023-03-07,35-44,9,2023-08-23,1
CUS01459,loyal,Abuja,Home & Kitchen,Mobile App,Pay on Delivery,2023-06-03,25-34,10,2023-12-18,1
CUS01460,champion,Abuja,Food & Groceries,Social Commerce,Wallet,2023-02-09,18-24,19,2024-04-27,0
CUS01461,loyal,Anambra,Beauty & Personal Care,Mobile App,Wallet,2022-12-09,18-24,7,2024-03-30,0
CUS01462,lost,Abuja,Electronics,Mobile App,Bank Transfer,2023-02-27,18-24,1,2022-05-01,1
CUS01463,loyal,Anambra,Books & Media,Social Commerce,Card,2022-08-08,18-24,17,2024-05-29,0
CUS01464,hibernating,Kaduna,Fashion,Mobile App,Bank Transfer,2022-01-02,35-44,2,2022-12-14,1
CUS01465,at_risk,Delta,Food & Groceries,Mobile App,Card,2022-09-22,35-44,9,2024-01-12,0
CUS01466,hibernating,Abuja,Fashion,Web,Card,2022-12-07,25-34,1,2023-03-09,1
CUS01467,lost,Oyo,Home & Kitchen,Mobile App,Pay on Delivery,2022-05-01,25-34,2,2022-08-04,1
CUS01468,at_risk,Lagos,Sports & Outdoors,Social Commerce,Pay on Delivery,2022-03-06,35-44,5,2023-08-13,1
CUS01469,lost,Anambra,Fashion,Web,Card,2023-01-18,25-34,2,2022-11-13,1
CUS01470,at_risk,Rivers,Fashion,Mobile App,Card,2023-02-07,55+,7,2023-11-27,1
CUS01471,hibernating,Kaduna,Electronics,Social Commerce,Card,2022-10-26,45-54,1,2022-10-19,1
CUS01472,hibernating,Kano,Beauty & Personal Care,Social Commerce,Pay on Delivery,2022-11-11,35-44,2,2023-02-12,1
CUS01473,at_risk,Kano,Sports & Outdoors,Web,Card,2023-06-17,45-54,4,2024-01-03,0
CUS01474,loyal,Imo,Food & Groceries,Mobile App,Card,2022-03-07,18-24,9,2024-06-25,0
CUS01475,loyal,Lagos,Electronics,Mobile App,Wallet,2023-03-16,25-34,7,2023-11-05,1
CUS01476,hibernating,Lagos,Beauty & Personal Care,Mobile App,Card,2023-01-17,18-24,2,2023-04-30,1
CUS01477,lost,Imo,Books & Media,Web,Bank Transfer,2023-02-23,25-34,2,2022-10-09,1
CUS01478,loyal,Lagos,Food & Groceries,Web,Pay on Delivery,2022-03-02,25-34,7,2023-11-10,1
CUS01479,hibernating,Abuja,Electronics,Mobile App,Card,2023-02-03,35-44,3,2022-09-22,1
CUS01480,loyal,Lagos,Food & Groceries,Mobile App,Bank Transfer,2022-01-26,25-34,10,2024-02-07,0
CUS01481,hibernating,Lagos,Fashion,Mobile App,Card,2023-02-13,35-44,1,2022-12-20,1
CUS01482,hibernating,Anambra,Electronics,Mobile App,Bank Transfer,2023-06-12,55+,3,2023-02-13,1
CUS01483,loyal,Kaduna,Fashion,Social Commerce,Card,2022-06-30,25-34,16,2023-12-17,1
CUS01484,hibernating,Lagos,Sports & Outdoors,Web,Wallet,2022-11-13,45-54,3,2023-05-09,1
CUS01485,at_risk,Lagos,Home & Kitchen,Mobile App,Card,2023-06-26,18-24,6,2023-07-11,1
CUS01486,loyal,Rivers,Fashion,Mobile App,Card,2022-12-01,18-24,12,2024-02-10,0
CUS01487,at_risk,Rivers,Fashion,Mobile App,Pay on Delivery,2022-07-16,35-44,9,2023-06-20,1
CUS01488,hibernating,Abuja,Food & Groceries,Mobile App,Wallet,2022-01-26,25-34,3,2022-09-11,1
CUS01489,loyal,Delta,Fashion,Mobile App,Pay on Delivery,2023-02-02,35-44,15,2024-03-30,0
CUS01490,champion,Rivers,Electronics,Social Commerce,Pay on Delivery,2022-10-15,35-44,20,2024-04-15,0
CUS01491,champion,Kano,Fashion,Mobile App,Pay on Delivery,2022-05-17,25-34,31,2024-02-03,0
CUS01492,champion,Rivers,Home & Kitchen,Mobile App,Pay on Delivery,2022-06-19,25-34,29,2024-04-22,0
CUS01493,champion,Oyo,Food & Groceries,Web,Bank Transfer,2023-05-19,25-34,14,2024-02-04,0
CUS01494,loyal,Anambra,Food & Groceries,Web,Wallet,2022-05-22,35-44,16,2023-11-12,1
CUS01495,loyal,Lagos,Beauty & Personal Care,Web,Wallet,2022-09-03,45-54,10,2024-06-21,0
CUS01496,lost,Lagos,Fashion,Mobile App,Card,2023-05-28,35-44,1,2022-08-18,1
CUS01497,loyal,Abuja,Food & Groceries,Mobile App,Card,2022-10-20,18-24,14,2024-05-08,0
CUS01498,loyal,Oyo,Food & Groceries,Social Commerce,Card,2023-06-10,25-34,10,2024-03-08,0
CUS01499,champion,Lagos,Electronics,Social Commerce,Pay on Delivery,2023-01-31,35-44,24,2024-02-10,0
CUS01500,loyal,Abuja,Beauty & Personal Care,Social Commerce,Bank Transfer,2023-05-06,25-34,9,2024-04-06,0
CUS01501,lost,Lagos,Food & Groceries,Mobile App,Bank Transfer,2022-10-21,25-34,2,2022-09-11,1
CUS01502,hibernating,Delta,Electronics,Social Commerce,Card,2022-06-12,35-44,3,2023-01-12,1
CUS01503,at_risk,Enugu,Home & Kitchen,Mobile App,Pay on Delivery,2023-01-15,35-44,8,2024-01-06,0
CUS01504,lost,Rivers,Home & Kitchen,Mobile App,Card,2022-08-08,18-24,1,2022-01-16,1
CUS01505,loyal,Delta,Beauty & Personal Care,Mobile App,Pay on Delivery,2022-02-19,25-34,16,2023-11-28,1
CUS01506,at_risk,Abuja,Fashion,Web,Bank Transfer,2022-08-09,18-24,3,2024-02-06,0
CUS01507,champion,Delta,Beauty & Personal Care,Mobile App,Bank Transfer,2022-03-10,45-54,27,2024-05-15,0
CUS01508,hibernating,Enugu,Beauty & Personal Care,Web,Bank Transfer,2022-11-18,18-24,3,2022-12-14,1
CUS01509,loyal,Kano,Fashion,Web,Wallet,2022-08-23,18-24,12,2023-10-06,1
CUS01510,at_risk,Delta,Fashion,Mobile App,Bank Transfer,2022-12-01,18-24,9,2023-11-27,1
CUS01511,hibernating,Delta,Beauty & Personal Care,Web,Pay on Delivery,2022-10-12,18-24,1,2023-02-12,1
CUS01512,at_risk,Rivers,Beauty & Personal Care,Mobile App,Bank Transfer,2022-05-09,25-34,9,2024-01-12,0
CUS01513,hibernating,Rivers,Home & Kitchen,Web,Card,2023-04-22,25-34,2,2023-04-22,1
CUS01514,lost,Delta,Food & Groceries,Web,Wallet,2022-01-21,25-34,1,2022-02-20,1
CUS01515,hibernating,Abuja,Home & Kitchen,Mobile App,Wallet,2023-06-02,35-44,1,2023-05-21,1
CUS01516,at_risk,Imo,Sports & Outdoors,Mobile App,Pay on Delivery,2022-04-07,18-24,7,2023-09-09,1
CUS01517,hibernating,Lagos,Home & Kitchen,Social Commerce,Card,2022-10-10,35-44,1,2022-12-23,1
CUS01518,champion,Abuja,Food & Groceries,Social Commerce,Card,2022-07-26,25-34,17,2024-06-02,0
CUS01519,at_risk,Rivers,Electronics,Mobile App,Pay on Delivery,2023-02-03,18-24,4,2023-12-31,1
CUS01520,champion,Abuja,Electronics,Mobile App,Card,2022-03-08,18-24,25,2024-02-18,0
CUS01521,lost,Kano,Food & Groceries,Mobile App,Wallet,2022-06-28,25-34,1,2022-09-02,1
CUS01522,lost,Kaduna,Electronics,Mobile App,Card,2023-06-03,45-54,1,2022-04-17,1
CUS01523,loyal,Lagos,Beauty & Personal Care,Web,Bank Transfer,2023-05-18,45-54,13,2023-11-30,1
CUS01524,at_risk,Abuja,Food & Groceries,Web,Card,2023-06-17,35-44,9,2023-06-27,1
CUS01525,lost,Abuja,Electronics,Social Commerce,Bank Transfer,2023-03-25,45-54,1,2022-05-23,1
CUS01526,loyal,Lagos,Food & Groceries,Social Commerce,Pay on Delivery,2023-01-21,18-24,15,2023-10-09,1
CUS01527,loyal,Imo,Beauty & Personal Care,Web,Bank Transfer,2022-11-07,35-44,17,2024-01-31,0
CUS01528,champion,Kano,Sports & Outdoors,Social Commerce,Card,2023-06-11,25-34,26,2024-05-30,0
CUS01529,lost,Lagos,Sports & Outdoors,Web,Bank Transfer,2022-06-29,25-34,2,2022-05-17,1
CUS01530,lost,Lagos,Sports & Outdoors,Mobile App,Bank Transfer,2022-08-09,45-54,2,2022-05-13,1
CUS01531,at_risk,Enugu,Food & Groceries,Mobile App,Bank Transfer,2022-02-16,35-44,3,2023-08-28,1
CUS01532,lost,Anambra,Food & Groceries,Mobile App,Card,2022-02-28,35-44,2,2022-08-08,1
CUS01533,hibernating,Anambra,Home & Kitchen,Mobile App,Card,2022-02-20,25-34,1,2022-11-16,1
CUS01534,loyal,Rivers,Electronics,Mobile App,Card,2022-08-29,25-34,15,2023-12-18,1
CUS01535,lost,Kaduna,Fashion,Social Commerce,Card,2023-06-12,45-54,2,2022-10-29,1
CUS01536,champion,Rivers,Food & Groceries,Social Commerce,Wallet,2022-06-26,25-34,33,2024-06-21,0
CUS01537,champion,Rivers,Beauty & Personal Care,Mobile App,Bank Transfer,2022-09-17,18-24,13,2024-02-20,0
CUS01538,champion,Abuja,Sports & Outdoors,Mobile App,Card,2022-07-13,18-24,26,2024-02-14,0
CUS01539,at_risk,Lagos,Electronics,Mobile App,Wallet,2022-09-17,55+,4,2023-10-15,1
CUS01540,lost,Lagos,Books & Media,Mobile App,Card,2022-10-05,55+,1,2022-08-22,1
CUS01541,lost,Delta,Electronics,Web,Bank Transfer,2022-08-24,55+,1,2022-10-02,1
CUS01542,lost,Lagos,Fashion,Web,Pay on Delivery,2022-04-17,25-34,2,2022-07-29,1
CUS01543,loyal,Abuja,Fashion,Social Commerce,Card,2022-05-09,25-34,12,2024-02-14,0
CUS01544,champion,Oyo,Food & Groceries,Mobile App,Bank Transfer,2022-02-02,25-34,22,2024-02-09,0
CUS01545,lost,Anambra,Food & Groceries,Web,Card,2023-04-11,18-24,2,2022-06-23,1
CUS01546,loyal,Enugu,Food & Groceries,Mobile App,Card,2022-03-24,35-44,17,2023-11-08,1
CUS01547,loyal,Rivers,Fashion,Mobile App,Card,2022-08-21,25-34,7,2024-06-27,0
CUS01548,at_risk,Rivers,Books & Media,Web,Bank Transfer,2023-05-20,45-54,4,2024-01-14,0
CUS01549,loyal,Imo,Fashion,Web,Card,2022-09-07,18-24,17,2024-06-10,0
CUS01550,hibernating,Lagos,Electronics,Mobile App,Wallet,2023-02-11,18-24,2,2022-09-20,1
CUS01551,loyal,Lagos,Books & Media,Social Commerce,Card,2022-06-17,55+,8,2023-12-07,1
CUS01552,at_risk,Anambra,Beauty & Personal Care,Mobile App,Bank Transfer,2022-05-09,25-34,5,2023-12-16,1
CUS01553,lost,Lagos,Electronics,Mobile App,Card,2023-03-08,35-44,2,2022-07-20,1
CUS01554,loyal,Oyo,Home & Kitchen,Social Commerce,Card,2022-12-21,18-24,14,2023-11-16,1
CUS01555,champion,Lagos,Electronics,Web,Pay on Delivery,2022-01-21,35-44,19,2024-06-09,0
CUS01556,loyal,Oyo,Home & Kitchen,Mobile App,Pay on Delivery,2022-04-17,18-24,12,2024-02-18,0
CUS01557,loyal,Abuja,Electronics,Mobile App,Pay on Delivery,2023-05-27,18-24,12,2024-05-28,0
